Key;Item Type;Publication Year;Author;Title;Publication Title;ISBN;ISSN;DOI;Url;Abstract Note;Date;Date Added;Date Modified;Access Date;Pages;Num Pages;Issue;Volume;Number Of Volumes;Journal Abbreviation;Short Title;Series;Series Number;Series Text;Series Title;Publisher;Place;Language;Rights;Type;Archive;Archive Location;Library Catalog;Call Number;Extra;Notes;File Attachments;Link Attachments;Manual Tags;Automatic Tags;Editor;Series Editor;Translator;Contributor;Attorney Agent;Book Author;Cast Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed Author;Scriptwriter;Words By;Guest;Number;Edition;Running Time;Scale;Medium;Artwork Size;Filing Date;Application Number;Assignee;Issuing Authority;Country;Meeting Name;Conference Name;Court;References;Reporter;Legal Status;Priority Numbers;Programming Language;Version;System;Code;Code Number;Section;Session;Committee;History;Legislative Body
W6AU2D82;journalArticle;2016;Leleu-Merviel, Sylvie;La signifiance canalisée par l’horizon de pertinence, des saisies aux agrégats via les  données;Revue des Interactions Humaines Médiatisées;;;;http://europia.org/RIHM/V17N1/RIHM17(1)-Leleu.pdf;;2016;16/10/2018 20:33;05/02/2019 22:50;19/06/2017 13:55;109-139;;17;1;;RIHM;;;;;;;;;;;;;;;;;"/Users/xander/Zotero/storage/GS2DAXWT/RIHM17(1)-Leleu.pdf; /Users/xander/Zotero/storage/L9JTQBDB/RIHM17(1)-Leleu.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFL8X4WC;book;1988;Watzlawick, Paul;L'invention de la réalité, contributions au constructivisme;;;;;;;1988;16/10/2018 20:33;05/02/2019 22:48;;;;;;;;;;;;;;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Seuil;;;;;;;;;;;;;;;;;;;;;;;;;;
VALUY3HK;conferencePaper;2014;"Yvart, Willy; Dutoit, Thierry; Dupont, Stéphane";Une approche info -communicationnelle des librairies musicales en ligne;Proc. SFSIC'14;;;;;;2014;16/10/2018 20:33;05/02/2019 22:49;10/07/2017 12:06;;;;;;;;;;;;;Toulon, France;fr;;;;;;;;;"/Users/xander/Zotero/storage/3EPMQ67V/0.pdf; /Users/xander/Zotero/storage/UCRZHKNW/0.pdf; /Users/xander/Zotero/storage/4Q7KGU6W/sfsic-201431791.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SFSIC'14;;;;;;;;;;;;;;;
8UEEGH6W;journalArticle;1990;Chateau, Dominique;L'effet zapping;Communications;;0588-8018;10.3406/comm.1990.1770;http://www.persee.fr/web/revues/home/prescript/article/comm_0588-8018_1990_num_51_1_1770;;1990;16/10/2018 20:33;05/02/2019 22:50;10/07/2017 12:58;45-55;;1;51;;;;;;;;;;fr;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/T9FBXMHI/comm_0588-8018_1990_num_51_1_1770.pdf; /Users/xander/Zotero/storage/GME33IGU/comm_0588-8018_1990_num_51_1_1770.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7SNSA9IH;journalArticle;2004;"Juslin, Patrik N.; Laukka, Petri";Expression, Perception, and Induction of Musical Emotions: A Review and a Questionnaire Study of Everyday Listening;Journal of New Music Research;;0929-8215, 1744-5027;10.1080/0929821042000317813;http://www.tandfonline.com/doi/abs/10.1080/0929821042000317813;;2004;16/10/2018 20:33;05/02/2019 22:50;10/07/2017 16:43;217-238;;3;33;;;Expression, Perception, and Induction of Musical Emotions;;;;;;;en;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/6LE8WS3D/0929821042000317813.pdf; /Users/xander/Zotero/storage/8IRZVQ3A/0929821042000317813.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VMBC6L6P;journalArticle;2007;Vilatte, Jean-Christophe;Méthodologie de l’enquête par questionnaire;Laboratoire Culture & Communication Université d’Avignon;;;;http://www.lmac-mp.fr/images/imagesFCK/file/outils/jcvilatte/jcvilatte_le_questionnaire_jcv.pdf;;2007;16/10/2018 20:33;05/02/2019 22:49;11/07/2017 10:02;;;;;;;;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/BZBD9DKE/1087684.pdf; /Users/xander/Zotero/storage/I6I2VMAH/1087684.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QMUPTSYX;book;2014;"Saris, Willem E.; Gallhofer, Irmtraud N.";Design, evaluation, and analysis of questionnaires for survey research;;978-1-118-63461-5;;;;;2014;16/10/2018 20:33;05/02/2019 22:48;;;355;;;;;;;;;;Wiley;Hoboken, New Jersey;;;;;;Library of Congress ISBN;HN29 .S29 2014;;;"/Users/xander/Zotero/storage/N4ICXPDD/(Wiley Series in Survey Methodology) Willem E. Saris, Irmtraud N. Gallhofer-Design, Evaluation, and Analysis of Questionnaires for Survey Research-Wiley (2014).pdf; ";http://hbanaszak.mjr.uw.edu.pl/TempTxt/(Wiley%20Series%20in%20Survey%20Methodology)%20Willem%20E.%20Saris,%20Irmtraud%20N.%20Gallhofer-Design,%20Evaluation,%20and%20Analysis%20of%20Questionnaires%20for%20Survey%20Research-Wiley%20(2014).pdf;"Interviewing; Methodology; Questionnaires; Social surveys";;;;;;;;;;;;;;;;;;;;;Second Edition;;;;;;;;;;;;;;;;;;;;;;;;;;
KIRNECU6;journalArticle;1972;"Matell, Michael S.; Jacoby, Jacob";Is there an optimal number of alternatives for Likert-scale items? Effects of testing time and scale properties.;Journal of Applied Psychology;;;;http://psycnet.apa.org/journals/apl/56/6/506/;;1972;16/10/2018 20:33;05/02/2019 22:50;15/07/2017 10:56;506;;6;56;;;Is there an optimal number of alternatives for Likert-scale items?;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/7AMEX2X2/98e79f9ed65bfed54b18f6b0f5581b794a65.pdf; /Users/xander/Zotero/storage/HKUM8IKY/98e79f9ed65bfed54b18f6b0f5581b794a65.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CP6TW8SZ;journalArticle;1991;Garland, Ron;The mid-point on a rating scale: Is it desirable;Marketing bulletin;;;;;;1991;16/10/2018 20:33;05/02/2019 22:50;15/07/2017 11:56;66–70;;1;2;;;The mid-point on a rating scale;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/4UMG5Q65/MB_V2_N3_Garland.pdf; /Users/xander/Zotero/storage/9USJMUQ7/MB_V2_N3_Garland.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3P9XLR3P;conferencePaper;2009;"Chimi, Carl J.; Russell, David L.";The Likert Scale:  A Proposal for Improvement Using  Quasi-Continuous Variables;Proc ISECON 2009,;;;;;;2009;16/10/2018 20:33;05/02/2019 22:50;15/07/2017 12:11;;;;;;;;;;;;EDSIG;Washington DC;;;;;;;;;;"/Users/xander/Zotero/storage/N29DYVWX/cc033b78a24a3cef06829cb0e3d215aa78d2.pdf; /Users/xander/Zotero/storage/7X9INPSZ/cc033b78a24a3cef06829cb0e3d215aa78d2.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ISECON v26;;;;;;;;;;;;;;;
KCQ579LK;book;1957;Edwards, Allen L.;The social desirability variable in personality assessment and research;;;;;;;1957;16/10/2018 20:33;05/02/2019 22:50;;;108;;viii;;;;;;;;Dryden Press;Ft Worth, TX, US;;(c) 2016 APA, all rights reserved;;;;APA PsycNET;;;;"/Users/xander/Zotero/storage/BGJFTINH/1958-00464-000.html; /Users/xander/Zotero/storage/6MJ8SLYV/1958-00464-000.html";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2ESRECAK;journalArticle;1999;"Wuyts, Floris L.; De Bodt, Marc S.; Van de Heyning, Paul H.";Is the reliability of a visual analog scale higher than an ordinal scale? An experiment with the GRBAS scale for the perceptual evaluation of dysphonia;Journal of Voice;;;;http://www.sciencedirect.com/science/article/pii/S089219979980006X;;1999;16/10/2018 20:33;05/02/2019 22:49;17/07/2017 12:15;508–517;;4;13;;;Is the reliability of a visual analog scale higher than an ordinal scale?;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/J259H2ED/1-s2.0-S089219979980006X-main.pdf; /Users/xander/Zotero/storage/ED3QFAEE/1-s2.0-S089219979980006X-main.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KZRBTZV6;bookSection;1974;Hamblin, Robert L.;Social attitudes: Magnitude measurement and theories;Measurement in the Social Sciences;;;;;;1974;16/10/2018 20:33;05/02/2019 22:48;;61-120;;;;;;;;;;;;Chicago: Aldine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;H. M. Blalock (ed);;;;;;;;;;;;;;;;;;;;;;;;;;
EHHGAE2F;journalArticle;2000;Odin, Roger;La question du public. Approche sémio-pragmatique;Réseaux;;0751-7971;10.3406/reso.2000.2195;http://www.persee.fr/web/revues/home/prescript/article/reso_0751-7971_2000_num_18_99_2195;;2000;16/10/2018 20:33;05/02/2019 22:48;08/08/2017 13:34;49-72;;99;18;;;;;;;;;;fr;;;;;CrossRef;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BAJFIZ6P;journalArticle;1993;"Griffin, Abbie; Hauser, John R.";The Voice Of The Customer;Marketing Science;;;;;;1993;16/10/2018 20:33;05/02/2019 22:48;;janv.-27;;1;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5NJGR4WB;journalArticle;2005;Scherer, Klaus;What are emotions? And how can they be measured?;Social Science Information;;;10.1177/0539018405058216;;;2005;16/10/2018 20:33;05/02/2019 22:48;;695-729;;4;44;;;;;;;;;;;;;;;;;;;/Users/xander/Zotero/storage/5QWJ7H98/45755c470d67ddb078ea09b7bcba4ab4ad03.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KXFNX8QC;manuscript;2018;Delestage, Charles-Alexandre;L’expérience émotionnelle ou la performance des programmes de télévision. L’horizon de pertinence comme déterminant de la construction de sens par le spectateur.;;;;;;;2018;16/10/2018 20:33;16/10/2018 20:33;;;344;;;;;;;;;;;Arenberg Creative Mine;;All rights reserved;Thèse de doctorat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JGT23EXQ;thesis;2014;Boulouet, Henri;Systémique Relativisée: essences des conceptualisations relativisées du Réel;;;;;;;2014;16/10/2018 20:33;16/10/2018 20:33;;;;;;;;Systémique Relativisée;;;;;Université de Valenciennes et du Hainaut-Cambresis;;;;Thèse de Doctorat;;;Google Scholar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UJZ3M67P;journalArticle;2017;"Micheau, Béatrice; Després-Lonnet, Marie; Cotte, Dominique";La recommandation musicale entre inscriptions documentaires, pratiques sociales, et dispositifs d’écoute;Études de communication;;1270-6841, 2101-0366;10.4000/edc.7014;http://journals.openedition.org/edc/7014;This article presents partial results of a research project whose aim is to produce an ontology of music and a navigational tool based on this ontology. In the context of this project, we conducted a study of digital music listening and sharing practices, and a semiotic analysis of streaming site interfaces. Our analysis highlights the underlying mechanisms, as well as the contradictions, which characterize music recommendation in the digital era. In light of our results, we argue that the question of music recommendation should be examined from a wide ranging perspective, encompassing the study of social sharing practices, documentation technologies such as indexing, and enunciative framing.;2017;29/10/2018 10:22;29/10/2018 10:22;29/10/2018 10:22;33-56;;49;;;;;;;;;;;fr;;;;;Crossref;;;;/Users/xander/Zotero/storage/4DGJI6GV/Micheau et al. - 2017 - La recommandation musicale entre inscriptions docu.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KM4ECMJL;report;2012;"Sacharin, V.; Schlegel, Katia; Scherer, Klaus R.";Geneva Emotion Wheel Rating Study;;;;;https://www.affective-sciences.org/files/4514/6720/4016/Geneva_Emotion_Wheel_Rating_Study_Report_2012_08_11_2.0.pdf;;2012;04/11/2018 20:12;04/11/2018 20:15;;;;;;;;;;;;;;;;;;;;;;;;/Users/xander/Zotero/storage/5V4E2SEX/Sacharin et al. - 2012 - Geneva Emotion Wheel Rating Study.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IA48T3ZP;bookSection;2013;Mandler, George;A constructivist theory of emotion;Psychological and Biological Approaches To Emotion. S.1;978-1-134-98952-2;;;;;2013;06/11/2018 21:41;06/11/2018 21:43;;;;;;;;;;;;;Psychology Press;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;STEIN, Nancy L., LEVENTHAL, Bennett et TRABASSO, Thomas R.;;;;;;;;;;;;;;;;;;;;;;;;;;
MRIURFQU;book;1996;Heidegger, Martin;Being and Time: A translation of Sein und Zeit;;978-0-7914-2677-7;;;;;1996;07/11/2018 11:53;07/11/2018 11:54;;;;;;;;;;;;;SUNY Press;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LXQQFDL9;bookSection;2013;Ratcliffe, Matthew;Why mood matters;Cambridge Companion to Heidegger's Being and Time;978-0-521-72056-4;;;;;2013;07/11/2018 11:54;07/11/2018 12:30;;157-176;;;;;;;;;;;Cambridge University Press;Cambridge, United Kingdoms;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;WRATHALL, M. (ed);;;;;;;;;;;;;;;;;;;;;;;;;;
347Z6TRC;journalArticle;1967;Simon, Herbert Alexander;Motivational and Emotional Controls of Cognition;Psychological Review;;;;;;1967;07/11/2018 12:30;07/11/2018 12:31;;29-39;;1;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M8INQMIV;conferencePaper;2018;"Alvarez, Julian; Bellegarde, Katell";Blue Bot Project;Book of abstracts;;;;;;2018;07/11/2018 13:10;07/11/2018 13:16;;;;;;;;;;;;;ITRA;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;International Toy Research Association, 8th World Conference, TOYS AND MATERIAL CULTURE: Hybridisation, Design and Consumption, Paris 13;;;;;;;;;;;;;;;
YLI6MSPI;bookSection;2018;Delestage, Charles-Alexandre;Paths created by an enactive-relativized approach to experience: the case of the viewing experience;From UXD to LivXD. Living eXperience Design;;;;;;2018;07/11/2018 15:59;07/11/2018 16:01;;;;;;;;;;;;;Wiley;;;All rights reserved;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leleu-Merviel, S. (ed);;;;;;;;;;;;;;;;;;;;;;;;;;
2NRIYV34;conferencePaper;2018;"Badulescu, Cristina; Delestage, Charles-Alexandre; De La Ville, Valérie-Inés";La visite familiale interactive libre au musée : transformer le parent en médiateur culturel;;;;;;;2018;23/11/2018 12:11;23/11/2018 12:13;;;;;;;;;;;;;;Université Babes-Bolyai, Cluj-Napoca, Roumanie;;All rights reserved;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Colloque Information, Communication et Humanités Numériques;;;;;;;;;;;;;;;
T8NHDW7U;bookSection;2018;Delestage, Charles-Alexandre;Pistes ouvertes par une approche énactive-relativisée de l’expérience : le cas de l’expérience de visionnage;De l'UXD au LivXD. Design des expériences de vie;978-1-78405-524-0;;;;;2018;23/11/2018 12:46;23/11/2018 12:49;;47-108;;;;;;;Collection Sciences, Société, et Nouvelle Technologies;;;;;Paris;;All rights reserved;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ISTE;;;;;;;;;;;;;;;;;;;;;;;;;;
2AGIS7VB;conferencePaper;2018;"Delestage, Charles-Alexandre; Yvart, Willy";Emotional dynamics and quality of lived experience: a study of the usage of the Valence-Arousal space with the Spot Your Mood tool.;;;;;;;2018;23/11/2018 12:55;23/11/2018 12:58;;;;;;;;;;;;;;Tenerife, Spain;;All rights reserved;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Visual methods for research in the fields of communication;;;;;;;;;;;;;;;
QC9A7C7N;book;;;;;;;;;;;06/12/2018 10:45;06/12/2018 10:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPIJI5UH;document;2018;Alvarez, Julian;Approche atomique du jeu vidéo : Briques Gameplay 3.0;;;;;https://www.researchgate.net/publication/329428375_Approche_atomique_du_jeu_video_Briques_Gameplay_30?isFromSharing=1;;2018;06/12/2018 10:46;06/12/2018 10:48;;;;;;;;;;;;;Ludoscience;;fr;;;;;;;;;/Users/xander/Zotero/storage/8RZFUT99/OuvrageApprocheAtomiqueJV1.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X9RE2A9A;conferencePaper;2012;Lamboux-Durand, Alain;Evolution of the TV News in France;ATINER'S Conference P aper Series;978-2-13-039798-4;;;;OCLC: 246496350;2012;03/01/2019 17:52;03/01/2019 17:52;;;;;;;;;;;;;Presses Univ. de France;Paris;English;;;;;Gemeinsamer Bibliotheksverbund ISBN;;;;/Users/xander/Zotero/storage/5BVTA6CS/MED2012-0135.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TDWWWFXZ;book;2001;"Juslin, Patrik N.; Sloboda, John";Music and Emotion: Theory and Research;;978-0-19-263188-6;;;;;2001;03/01/2019 17:52;03/01/2019 17:52;;;;;;;;;;;;;Oxford University Press;New York, N.Y., USA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9QUXQBME;book;;;The Oxford Handbook of Music Psychology;;;;;;;;03/01/2019 17:52;03/01/2019 17:52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TVM8297H;journalArticle;2003;Tsoukiàs, Alexis;From decision theory to decision aiding methodology;DIMACS Technical Report 2003-21;;;;;;2003;03/01/2019 17:52;03/01/2019 17:52;;;;;;;;;NSF Science and Technology Center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8VCSMAWW;conferencePaper;2010;"Kim, Youngmoo E.; Schmidt, Erik M.; Migneco, Raymond; Morton, Brandon G.; Richardson, Patrick; Scott, Jeffrey; Speck, Jacquelin A.; Turnbull, Douglas";Music emotion recognition: A state of the art review;Proc. ISMIR;;;;http://www.ismir2010.ismir.net/proceedings/ismir2010-45.pdf;;2010;03/01/2019 17:52;03/01/2019 17:52;11/10/2017 08:43;255–266;;;;;;Music emotion recognition;;;;;;;;;;;;Google Scholar;;;;/Users/xander/Zotero/storage/QSLQYE4Y/ismir2010-45.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TIIWNHLL;journalArticle;1976;"McGurk, Harry; MacDonald, John";Hearing lips and seeing voices;Nature;;;10.1038/264746a0;;;1976;03/01/2019 17:52;03/01/2019 17:52;;746-748;;264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44YF2ANV;journalArticle;2007;"Schutz, Michael; Lipscomb, Scott";Hearing Gestures, Seeing Music: Vision Influences Perceived Tone Duration;Perception;;0301-0066, 1468-4233;10.1068/p5635;http://journals.sagepub.com/doi/10.1068/p5635;;2007;03/01/2019 17:52;03/01/2019 17:52;11/10/2017 12:27;888-897;;6;36;;;Hearing Gestures, Seeing Music;;;;;;;en;;;;;CrossRef;;;;/Users/xander/Zotero/storage/2YLA4RJJ/07_Perception_-_Hearing_gestures__seeing_music.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G86VKJ4I;report;2016;CNC;Bilan 2016;;;;;;;2016;03/01/2019 17:52;03/01/2019 17:52;;;;;;;;;;;;;CNC;;;;Rapport annuel;;;;;;;/Users/xander/Zotero/storage/8L5C5P88/Bilan 2016 du CNC.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP67FFZV;report;2015;CSA;Chiffres clés production audiovisuelle;;;;;;;2015;03/01/2019 17:52;03/01/2019 17:52;;;;;;;;;;;;;CSA;;;;Rapport annuel;;;;;;;/Users/xander/Zotero/storage/YZ88DNLG/Chiffres clés production audiovisuelle 2015.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LVNTHR8G;book;2005;Leleu-Merviel, Sylvie;La structure du Aha. De la fulgurance comme une percolation;;;;;;;2005;03/01/2019 17:52;03/01/2019 17:52;;;;;;;;;;;;;Lavoisier;;;;;;;Google Scholar;;;;/Users/xander/Zotero/storage/QQ56A4FH/2005-H2PTM_05.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZZWVZHC7;document;2008;NACE;Statistical Classification of Economic Activities in the European Community;;;;;;;2008;03/01/2019 17:52;03/01/2019 17:52;;;;;;;;;;;;;eurostat;;;;;;;;rev.2;;;/Users/xander/Zotero/storage/BBIS5IB7/e8200936-c2f0-4202-8bda-99fbbfc422b4.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HFENC4DZ;radioBroadcast;2015;Devillers, Sonia;Nagui : faites vos jeux !;;;;;;;2015;03/01/2019 17:52;03/01/2019 17:52;;;;;;;;;;;;;France Inter;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15’22 – 16’06;;;;;;;;;;;;;;;;;;;;;;;;;
NI8WKGR8;bill;2010;Parlement Européen;Directive 2010/13/UE du parlement européen et du conseil;;;;;;;2010;03/01/2019 17:52;03/01/2019 17:52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HCJCNGX5;bookSection;2014;"Billaud, Stéphane; Remond, Emilie";Télévision et qualité : le grand malentendu ?;Pour une télévision de qualité, sous la direction de François Jost;978-2-86938-226-8;;;;;2014;03/01/2019 17:52;03/01/2019 17:52;;65-80;;;;;;;Médias Essais;;;;INA éditions;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2BZFFQUN;blogPost;2017;;Lindgaard, G. and Chattratichart, J. (2007) Usability testing: what have we overlooked?. In Proceedings of the SIGCHI conference on Human factors in computing systems (CHI ’07). ACM, New York, NY, USA, pp. 1415-1424. | HCI & UCD Reader;;;;;https://blogs.aalto.fi/stratusreader/2013/06/12/lindgaard-g-and-chattratichart-j-2007-usability-testing-what-have-we-overlooked-in-proceedings-of-the-sigchi-conference-on-human-factors-in-computing-systems-chi-07-acm-new-york-ny-us/;;2017;03/01/2019 17:52;03/01/2019 17:52;27/10/2017 17:35;;;;;;;Lindgaard, G. and Chattratichart, J. (2007) Usability testing;;;;;;;;;;;;;;;;/Users/xander/Zotero/storage/TDHH6C9U/lindgaard-g-and-chattratichart-j-2007-usability-testing-what-have-we-overlooked-in-proceedings-.html;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NXGKVK2H;conferencePaper;2007;"Lindgaard, Gitte; Chattratichart, Jarinee";Usability testing: what have we overlooked?;Proceedings of the SIGCHI conference on Human factors in computing systems;;;;;;2007;03/01/2019 17:52;03/01/2019 17:52;;1415–1424;;;;;;Usability testing;;;;;ACM;;;;;;;Google Scholar;;;;/Users/xander/Zotero/storage/5KGVT4G2/Usability_testing_what_have_we_overlooke.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2K226QGN;webpage;2017;;The life of an elite 'Super Mario 64' speedrunner;Engadget;;;;https://www.engadget.com/2017/10/23/super-mario-64-speedrun-record-cheese05-puncayshun-interview/;Allan Alvarez can get 120 stars in 99 minutes (and 28 seconds).;2017;03/01/2019 17:52;03/01/2019 17:52;28/10/2017 18:01;;;;;;;;;;;;;;;;;;;;;;;/Users/xander/Zotero/storage/HF5IGQPZ/super-mario-64-speedrun-record-cheese05-puncayshun-interview.html;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Z7FFHHWD;bookSection;1984;Scherer, Klaus, R.;On the Nature and Function of Emotion: A Component Process Approach;Approaches to Emotion;;;;;;1984;03/01/2019 17:52;03/01/2019 17:52;;293-317;;;;;;;;;;;K.R. Scherer and P. Eckman (eds);Hillsdale, NJ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Erlbaum;;;;;;;;;;;;;;;;;;;;;;;;;;
N6NEL35Z;journalArticle;2002;"Robinson, Michael; Clore, Gerald";Belief and Feeling: Evidence for an accessibility model of emotional self-report;Psychological Bulletin;;;10.1037//0033-2909.128.6.934;;;2002;03/01/2019 17:52;03/01/2019 17:52;;934-960;;6;128;;;Belief and Feeling;;;;;;;;Copyright 2002 by the American Psychological Association, Inc.;;;;;;;;/Users/xander/Zotero/storage/33ZLYW34/Belief-and-Feeling-Evidence-for-an-accessibility-model-of-emotional-self-report.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2WWHILU2;journalArticle;2003;Russell, James A.;Core affect and the psychological construction of emotion.;Psychological Review;;1939-1471, 0033-295X;10.1037/0033-295X.110.1.145;http://doi.apa.org/getdoi.cfm?doi=10.1037/0033-295X.110.1.145;;2003;03/01/2019 17:52;03/01/2019 17:52;;145-172;;1;110;;;;;;;;;;en;;;;;;;;;/Users/xander/Zotero/storage/RH68SSL4/psyc-rev2003.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8YC6GILD;journalArticle;1999;"Russell, James A.; Barrett, Lisa Feldman";Core  Affect,  Prototypical  Emotional  Episodes, and   ther  Things  Called Emotion:  Dissecting  the  Elephant;Journal of Personality and Social Psychology;;;;;;1999;03/01/2019 17:52;03/01/2019 17:52;;805-819;;5;76;;;;;;;;;;;;;;;;;;;/Users/xander/Zotero/storage/AYIRG7A9/russell-barrett-1999.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TA8FBBUT;journalArticle;1884;James, William;What is an Emotion?;Mind;;;;;;1884;03/01/2019 17:53;03/01/2019 17:53;;188–205;;34;9;;;;;;;;;;;;;;;PhilPapers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UTDJIRDU;bookSection;2001;"Roseman, Ira; Smith, Craig";Appraisal theory: Overview, assumptions, varieties, controversies.;Appraisal Processes in Emotion: Theory, methods, Research;;;;;;2001;03/01/2019 17:53;03/01/2019 17:53;;mars-19;;;;;;Appraisal theory;;;;;K.R. Scherer, A. Schorr, & T. Johnstone (Eds.);New York;;;;;;ResearchGate;;;;"; /Users/xander/Zotero/storage/CEECLCWT/RS_01_Scherer(1).pdf";https://www.researchgate.net/publication/232487951_Appraisal_theory_Overview_assumptions_varieties_controversies;;;;;;;;;;;;;;;;;;;;;;Oxford University Press;;;;;;;;;;;;;;;;;;;;;;;;;;
